This is the FreeWX-Wi Log


DATE,MONTH,TIME,TEMPERATURE,HUMIDITY,DEWPOINT,WINDCHILL,HEAT INDEX,WIND SPEED,WIND DIRECTION,GUST SPEED,GUST DIRECTION,BAROMETER,TREND,RAIN RATE,RAIN TOTAL,INDOOR TEMPERATURE,INDOOR HUMIDITY

,,, °F,%, °F, °F, °F,MPH,°,MPH,°,In.Hg,,In. /hour,In., °F,%

1,August,00:12,+69.3,98,+68.7,+69.3,+75.3,0,275,0,275,29.12,Rising,0,28.39,+71.1,42
1,August,00:27,+69.3,98,+68.7,+69.3,+75.3,0,275,0,275,29.12,Rising,0,28.39,+71.1,43
1,August,00:42,+69.4,98,+68.9,+69.4,+75.3,0,275,0,275,29.12,Rising,0,28.39,+70.7,42
1,August,00:57,+68.5,98,+68,+68,+75.2,0,275,0,275,29.12,Rising,0,28.39,+70.5,42
1,August,01:12,+68.7,98,+68.2,+68,+75.2,0,275,0,275,29.09,Rising,0,28.39,+70.7,42
1,August,01:27,+68.9,98,+68.4,+68.9,+75.2,0,275,0,275,29.12,Rising,0,28.39,+70.5,42
1,August,01:42,+68.7,98,+68.2,+68,+75.2,0,275,0,275,29.12,Rising,0,28.39,+70.3,42
1,August,01:57,+68.5,98,+68,+68,+75.2,0,275,0,275,29.12,Rising,0,28.39,+70.2,42
1,August,02:12,+68.5,98,+68,+68,+75.2,0,275,0,275,29.12,Rising,0,28.39,+70.3,42
1,August,02:27,+68.2,98,+67.6,+68,+75.2,0,275,0,275,29.12,Rising,0,28.39,+70.3,42
1,August,02:42,+67.8,98,+67.3,+68,n.a.,0,275,0,275,29.12,Rising,0,28.39,+70,42
1,August,02:57,+67.6,98,+67.1,+67.6,n.a.,0,275,0,275,29.12,Steady,0,28.39,+70,42
1,August,03:12,+68,98,+67.5,+68,+75.2,0,275,0,275,29.12,Steady,0,28.39,+70,42
1,August,03:27,+68.2,98,+67.6,+68,+75.2,0,275,0,275,29.12,Steady,0,28.39,+70.2,42
1,August,03:42,+68.7,98,+68.2,+68,+75.2,0,275,0,275,29.12,Steady,0,28.39,+69.8,42
1,August,03:57,+69.1,98,+68.5,+69.1,+75.2,0,275,0,275,29.12,Rising,0,28.39,+69.8,42
1,August,04:12,+69.1,98,+68.5,+69.1,+75.2,0,275,0,275,29.12,Rising,0,28.39,+70,42
1,August,04:27,+68.9,98,+68.4,+68.9,+75.2,0,275,0,275,29.12,Rising,0,28.39,+69.8,42
1,August,04:42,+68.9,98,+68.4,+68.9,+75.2,0,275,0,275,29.12,Rising,0,28.39,+69.6,43
1,August,04:57,+69.1,98,+68.5,+69.1,+75.2,0,275,0,275,29.12,Steady,0,28.39,+69.8,42
1,August,05:12,+68.9,98,+68.4,+68.9,+75.2,0,275,0,275,29.12,Steady,0,28.39,+69.8,42
