This is the FreeWX-Wi Log


DATE,MONTH,TIME,TEMPERATURE,HUMIDITY,DEWPOINT,WINDCHILL,HEAT INDEX,WIND SPEED,WIND DIRECTION,GUST SPEED,GUST DIRECTION,BAROMETER,TREND,RAIN RATE,RAIN TOTAL,INDOOR TEMPERATURE,INDOOR HUMIDITY

,,, °F,%, °F, °F, °F,MPH,°,MPH,°,In.Hg,,In. /hour,In., °F,%

1,March,00:13,+39.2,66,+28.8,+39.2,n.a.,3.4,266,4.5,190,29.35,Rising,0,4.76,+68.7,35
1,March,00:28,+39,68,+29.3,+39,n.a.,3.6,267,2.7,279,29.35,Rising,0,4.76,+68.7,35
1,March,00:43,+39.7,61,+27.3,+39.2,n.a.,4.3,263,8.1,271,29.38,Rising,0,4.76,+68.5,35
1,March,00:58,+39.2,57,+25.3,+39.2,n.a.,5.4,268,6.3,289,29.38,Rising,0,4.76,+68.5,35
1,March,01:13,+38.8,56,+24.4,+38.8,n.a.,5.6,275,5.4,272,29.38,Rising,0,4.76,+68.5,35
1,March,01:28,+38.5,54,+23.4,+26.6,n.a.,5.6,275,10.5,262,29.38,Rising,0,4.76,+68.4,35
1,March,01:43,+38.1,52,+22.1,+37.4,n.a.,5.6,279,4,283,29.38,Rising,0,4.76,+68.5,35
1,March,01:58,+37.8,53,+22.1,+37.4,n.a.,5.1,279,4,266,29.38,Rising,0,4.76,+68.2,35
1,March,02:13,+37.6,53,+22.1,+37.4,n.a.,4.3,281,5.4,301,29.38,Rising,0,4.76,+68.4,35
1,March,02:28,+37.8,50,+20.8,+37.4,n.a.,4.5,278,8.3,293,29.38,Rising,0,4.76,+68.2,35
1,March,02:43,+36.9,45,+17.6,+36.9,n.a.,5.8,279,4,293,29.38,Rising,0,4.76,+68.4,35
1,March,02:58,+36.3,46,+17.6,+33.8,n.a.,6.3,279,5.4,279,29.38,Rising,0,4.76,+68.2,35
1,March,03:13,+36,49,+18.7,+35.6,n.a.,6.3,280,7.2,279,29.41,Rising,0,4.76,+68.2,35
1,March,03:28,+34,53,+18.7,+33.8,n.a.,4,279,2.7,245,29.41,Rising,0,4.76,+68.2,35
1,March,03:43,+33.8,54,+18.9,+33.8,n.a.,2,271,0,294,29.38,Rising,0,4.76,+68.2,35
1,March,03:58,+32.5,57,+19,+32,n.a.,1.1,261,0,246,29.38,Steady,0,4.76,+68.4,35
1,March,04:13,+32.2,59,+19.4,+32,n.a.,0.4,246,2.2,133,29.38,Steady,0,4.76,+68,35
1,March,04:28,+32,60,+19.8,+31.8,n.a.,0.4,234,0,239,29.38,Steady,0,4.76,+68.4,35
1,March,04:43,+31.5,61,+19.6,+31.5,n.a.,0.2,243,0,225,29.38,Steady,0,4.76,+68.5,35
1,March,04:58,+33.3,59,+20.5,+33.3,n.a.,0.7,229,0,216,29.38,Steady,0,4.76,+68.2,35
